sample,label,object,group,mapping_objs
056-3,0,"mother, dish, sink, water, sink, youngster, stool, cookie jar, girl, her hand, cookie, his hand, window ","group2, group2, group2, group2, group2, group1-kid-boy, group1, group1, group1, group1-girl-hand, group1, group1-boy-hand, group4","['mother', 'dish_2', 'sink', 'water', 'sink', 'boy', 'stool', 'jar', 'girl', 'girl', 'cookie', 'boy', 'window']"
056-4,0,"wife, sink, she, she, window, boy, the cookie jar, stool, sister, cookie, she, her finger, her nose","group2, group2, group2, group2, group4, group1, group1, group1, group1-kid-girl, group1, group1, group1, group1","['mother', 'sink', 'mother', 'mother', 'window', 'boy', 'jar', 'stool', 'girl', 'cookie', 'girl', 'girl', 'girl']"
059-2,0,"mother, dishes, water, sink, Johnny, cookies, stepstool, girl, her hand, cookie, her hand, her mouth, lady, water","group2, group2, group2, group2, group1, group1, group1, group1, group1-girl-hand, group1, group1-girl-hand, group1-girl-hand, group2, group2","['mother', 'dish_2', 'water', 'sink', 'boy', 'cookie', 'stool', 'girl', 'girl', 'cookie', 'girl', 'girl', 'mother', 'water']"
059-3,0,"boy, cookie, the cookie jar, girl, cookie, boy, stool, lady, dishes, water, sink, water","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2","['boy', 'cookie', 'jar', 'girl', 'cookie', 'boy', 'stool', 'mother', 'dish_2', 'water', 'sink', 'water']"
059-4,0,"boy, stepstool, he, the cookie jar, girl, cookie, mother, dishes, sink, water, curtains, water, cupboard, jar, he, cookie jar","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group4, group2, group1, group1, group1, group1","['boy', 'stool', 'boy', 'jar', 'girl', 'cookie', 'mother', 'dish_2', 'sink', 'water', 'curtain', 'water', 'cupboard_1', 'jar', 'boy', 'jar']"
068-0,0,"mother, water, sink, window, she, dish, she, boy, the cookie jar, his sister, he, stool, girl, her finger, her mouth, she, him, garage, house","group2, group2, group2, group4, group2, group2, group2, group1, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group1, group4, group4","['mother', 'water', 'sink', 'window', 'mother', 'dish_2', 'mother', 'boy', 'jar', 'girl', 'boy', 'stool', 'girl', 'girl', 'girl', 'girl', 'boy', 'garage']"
068-2,0,"mother, dishes, water, sink, boy, the cookie jar, he, stool, she, girl, her finger, her lips, sh, mom, mother","group2, group2, group2, group2, group1, group1, group1, group1, group1-girl-hand, group1, group1-girl-hand, group1-girl-hand, group1, group2, group2","['mother', 'dish_2', 'water', 'sink', 'boy', 'jar', 'boy', 'stool', 'girl', 'girl', 'girl', 'girl', 'girl', 'mother', 'mother']"
068-3,0,"window, boy, cookie, he, stool, water, sink, mother, dishes, she, water, she, she, boy, cookies, she, water, sink, she, girl, her finger, her mouth, she, boy, mother, cookies, the cookie jar, mother","group4, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group2, group2, group2, group2, group1, group1-girl-hand, group1-girl-hand, group1, group1, group2, group1, group1, group2","['window', 'boy', 'cookie', 'boy', 'stool', 'water', 'sink', 'mother', 'dish_2', 'mother', 'water', 'mother', 'mother', 'boy', 'cookie', 'mother', 'water', 'sink', 'mother', 'girl', 'girl', 'girl', 'girl', 'boy', 'mother', 'cookie', 'jar', 'mother']"
071-0,0,"cookie, the cookie jar, cookie, sister, the three legged stool, mother, dishes, sink, dishes, water, sink","group1, group1, group1, group1-kid-girl, group1, group2, group2, group2, group2, group2, group2","['cookie', 'jar', 'cookie', 'girl', 'stool', 'mother', 'dish_2', 'sink', 'dish_2', 'water', 'sink']"
071-1,0,"fellow, stool, cookies, cupboard, sister, water, sink, woman, dish, water, window","group1-kid-boy, group1, group1, group1, group1-kid-girl, group2, group2, group2, group2, group2, group4","['boy', 'stool', 'cookie', 'cupboard_1', 'girl', 'water', 'sink', 'mother', 'dish_2', 'water', 'window']"
071-2,0,"arm, finger, face, girl, cookie, the cookie jar, boy, cookie, each hand, stool, stool, mother, mother, dishes, water, she, dishes, window, curtains, curtain","group1-boy-hand, group1-girl-hand, group1-girl-hand, group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group2, group2, group2, group2, group2, group2, group4, group4, group4","['boy', 'girl', 'girl', 'girl', 'cookie', 'jar', 'boy', 'cookie', 'boy', 'stool', 'stool', 'mother', 'mother', 'dish_2', 'water', 'mother', 'dish_2', 'window', 'curtain', 'curtain']"
071-3,0,"she, finger, her nose, boy, cookies, the cookie jar, he, stool, mother, dishes, sink, girl, she, curtains, window, water, sink, mother, water, dishes, he, cookie, girl, girl, cookie, mother, she","group1, group1-girl-hand, group1-girl-hand, group1, group1, group1, group1, group1, group2, group2, group2, group1, group1, group4, group4, group2, group2, group2, group2, group2, group1, group1, group1, group1, group1, group2, group2","['girl', 'girl', 'girl', 'boy', 'cookie', 'jar', 'boy', 'stool', 'mother', 'dish_2', 'sink', 'girl', 'girl', 'curtain', 'window', 'water', 'sink', 'mother', 'water', 'dish_2', 'boy', 'cookie', 'girl', 'girl', 'cookie', 'mother', 'mother']"
071-4,0,"mother, dishes, she, water, water, sink, window, curtain, Billy, stool, cookies, his sister, water, sink, water, faucet","group2, group2, group2, group2, group2, group2, group4, group4, group1, group1, group1, group1, group2, group2, group2, group2","['mother', 'dish_2', 'mother', 'water', 'water', 'sink', 'window', 'curtain', 'boy', 'stool', 'cookie', 'girl', 'water', 'sink', 'water', 'sink']"
073-0,0,"boy, cookies, cookie jar, girl, her hand, boy, stool, he, mother, dishes, water, she, she, window, dishes","group1, group1, group1, group1, group1-girl-hand, group1, group1, group1, group2, group2, group2, group2, group2, group4, group2","['boy', 'cookie', 'jar', 'girl', 'girl', 'boy', 'stool', 'boy', 'mother', 'dish_2', 'water', 'mother', 'mother', 'window', 'dish_2']"
073-1,0,"boy, cookies, the cookie jar, stool, girl, cookie, mother, window, water, sink, she, feet, water, stool, boy","group1, group1, group1, group1, group1, group1, group2, group4, group2, group2, group2, group2, group2, group1, group1","['boy', 'cookie', 'jar', 'stool', 'girl', 'cookie', 'mother', 'window', 'water', 'sink', 'mother', 'mother', 'water', 'stool', 'boy']"
073-3,0,"boy, the cookie jar, cupboard, girl, her left hand, cookie, mother, dishes, water, faucet, cabinet, cups, plate, her feet, water, sink, curtains","group1, group1, group1, group1, group1-girl-hand, group1, group2, group2, group2, group2, group3, group3, group3, group2, group2, group2, group4","['boy', 'jar', 'cupboard_1', 'girl', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'sink', 'cupboard_3', 'dish_3', 'dish_3', 'mother', 'water', 'sink', 'curtain']"
086-0,0,"her, faucet, she, her kiddos, the cookie jar, boy, stool, he, cookies, girl, hers, dishes, cups, plate, counter, she, plate, curtains, windows, window, house, the living room, path, bushes, grass, tree, cookies, cookie, stool, he, cookies, he, sister, he, cookies, she, her finger, her mouth, she, mother","group2, group2, group2, group1, group1, group1, group1, group1, group1, group1, group1, group2, group3, group3, group3, group2, group2, group4, group4, group4, group4, group4, group4, group4, group4, group4, group1, group1, group1, group1, group1, group1, group1-kid-girl, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group2","['mother', 'sink', 'mother', 'girl', 'jar', 'boy', 'stool', 'boy', 'cookie', 'girl', 'girl', 'dish_2', 'dish_3', 'dish_3', 'cupboard_3', 'mother', 'dish_2', 'curtain', 'window', 'window', 'path', 'plant', 'plant', 'plant', 'cookie', 'cookie', 'stool', 'boy', 'cookie', 'boy', 'girl', 'boy', 'cookie', 'girl', 'girl', 'girl', 'girl', 'mother']"
086-1,0,"boy, the cookie jar, he, lid, he, cookie, sister, her, himself, mother, she, sink, dishes, she, window, sink, stool, boy, he, window, water, sink, mother, dish","group1, group1, group1, group1, group1, group1, group1-kid-girl, group1, group1, group2, group2, group2, group2, group2, group4, group2, group1, group1, group1, group4, group2, group2, group2, group2","['boy', 'jar', 'boy', 'lid', 'boy', 'cookie', 'girl', 'girl', 'boy', 'mother', 'mother', 'sink', 'dish_2', 'mother', 'window', 'sink', 'stool', 'boy', 'boy', 'window', 'water', 'sink', 'mother', 'dish_2']"
086-2,0,"boy, stool, cookies, the cookie jar, he, his sister, cookies, she, she, her hand, her mouth, stool, mother, dishes, dish, sink, dishes, sink","group1, group1, group1, group1, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group2, group2, group2, group2, group2, group2","['boy', 'stool', 'cookie', 'jar', 'boy', 'girl', 'cookie', 'girl', 'girl', 'girl', 'girl', 'stool', 'mother', 'dish_2', 'dish_2', 'sink', 'dish_2', 'sink']"
086-3,0,"boy, cookies, he, sister, he, stool, she, the cookie, the cookie jar, he, mother, dishes, she, sink, she, dishes, window","group1, group1, group1, group1-kid-girl, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group4","['boy', 'cookie', 'boy', 'girl', 'boy', 'stool', 'girl', 'cookie', 'jar', 'boy', 'mother', 'dish_2', 'mother', 'sink', 'mother', 'dish_2', 'window']"
086-4,0,"boy, stool, cookie, the cookie jar, stool, sister, she, cookie, he, her, his left hand, her, his right hand, himself, he, lid, the cookie jar, mother, she, dishes, she, plate, she, sink, water, sink, cups, plate, counter, window, bushes, trees, mother, her knees, she, apron, sleeveless dress, girl, miniskirt, boy, shorts","group1, group1, group1, group1, group1, group1-kid-girl, group1, group1, group1, group1, group1-boy-hand, group1, group1-boy-hand, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group3, group3, group3, group4, group4, group4, group2, group2, group2, group2, group2, group1-girl-hand, group1-girl-hand, group1, group1-boy-hand","['boy', 'stool', 'cookie', 'jar', 'stool', 'girl', 'girl', 'cookie', 'boy', 'girl', 'boy', 'girl', 'boy', 'boy', 'boy', 'lid', 'jar', 'mother', 'mother', 'dish_2', 'mother', 'dish_2', 'mother', 'sink', 'water', 'sink', 'dish_3', 'dish_3', 'cupboard_3', 'window', 'plant', 'plant', 'mother', 'mother', 'mother', 'mother', 'mother', 'girl', 'girl', 'boy', 'boy']"
092-0,0,"mother, dish, sink, her feet, water, boy, stool, he, the cookie jar, girl, her finger, her lips, stool, boy, cookie, his hand","group2, group2, group2, group2, group2, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group1, group1, group1-boy-hand","['mother', 'dish_2', 'sink', 'mother', 'water', 'boy', 'stool', 'boy', 'jar', 'girl', 'girl', 'girl', 'stool', 'boy', 'cookie', 'boy']"
092-1,0,"girl, boy, the cookie jar, he, cookie, his hand, stool, stool, mother, dishes, plate, her hand, sink, water, she, water, girl, boy, woman, window, window","group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group2, group4, group4","['girl', 'boy', 'jar', 'boy', 'cookie', 'boy', 'stool', 'stool', 'mother', 'dish_2', 'dish_2', 'mother', 'sink', 'water', 'mother', 'water', 'girl', 'boy', 'mother', 'window', 'window']"
092-2,0,"boy, stool, the cookie jar, girl, cookie, her hand, her lips, mother, dishes, water, sink","group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group2, group2, group2","['boy', 'stool', 'jar', 'girl', 'cookie', 'girl', 'girl', 'mother', 'dish_2', 'water', 'sink']"
092-3,0,"girl, cookie, boy, the cookie jar, he, stool, stool, girl, her finger, her mouth, mother, dish, sink, water","group1, group1, group1, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group2, group2, group2","['girl', 'cookie', 'boy', 'jar', 'boy', 'stool', 'stool', 'girl', 'girl', 'girl', 'mother', 'dish_2', 'sink', 'water']"
093-0,0,"kids, cookies, the cookie jar, mother, dishes, sink, window, stool, sister, her hand, cookie, window, water, mother, dishes, stool, water, water","group1, group1, group1, group2, group2, group2, group4, group1, group1-kid-girl, group1-girl-hand, group1, group4, group2, group2, group2, group1, group2, group2","['kids', 'cookie', 'jar', 'mother', 'dish_2', 'sink', 'window', 'stool', 'girl', 'girl', 'cookie', 'window', 'water', 'mother', 'dish_2', 'stool', 'water', 'water']"
093-1,0,"mother, dishes, water, sink, boy, cookies, the cookie jar, stool, girl, her hands, her mouth, stool, she, her hand, her, cookie, mother, dishes, sink","group2, group2, group2, group2, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group1, group1-girl-hand, group1, group1, group2, group2, group2","['mother', 'dish_2', 'water', 'sink', 'boy', 'cookie', 'jar', 'stool', 'girl', 'girl', 'girl', 'stool', 'girl', 'girl', 'girl', 'cookie', 'mother', 'dish_2', 'sink']"
096-1,0,"mother, plate, sink, water, boy, stool, cookies, the cookie jar, girl, her finger, her lip, shoes, mother","group2, group2, group2, group2, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group2","['mother', 'dish_2', 'sink', 'water', 'boy', 'stool', 'cookie', 'jar', 'girl', 'girl', 'girl', 'mother', 'mother']"
096-2,0,"girl, cookie, boy, cookie, the cookie jar, stool, water, water, mother, dishes, windows, window, she, dishes, dress, her feet, water, lid, the cookie jar, kid, the right hand, cookie, the left hand, he, sister","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group4, group4, group2, group2, group2, group2, group2, group2, group1, group1-boy-hand, group1-boy-hand, group1, group1-boy-hand, group1, group1-kid-girl","['girl', 'cookie', 'boy', 'cookie', 'jar', 'stool', 'water', 'water', 'mother', 'dish_2', 'window', 'window', 'mother', 'dish_2', 'mother', 'mother', 'water', 'lid', 'jar', 'boy', 'boy', 'cookie', 'boy', 'boy', 'girl']"
105-0,0,"girl, her finger, her mouth, one arm, boy, the cookie jar, his right hand, he, cookie, his left hand, cookie, girl, cookie, the left hand, he, stool, he, woman, sink, she, dish, her hand, dish, sink, water, sink, water, window","group1, group1-girl-hand, group1-girl-hand, group1-girl-hand, group1, group1, group1-boy-hand, group1, group1, group1-boy-hand, group1, group1, group1, group1-boy-hand, group1, group1, group1, group2, group2, group1, group2, group2, group2, group2, group2, group2, group2, group4","['girl', 'girl', 'girl', 'girl', 'boy', 'jar', 'boy', 'boy', 'cookie', 'boy', 'cookie', 'girl', 'cookie', 'boy', 'boy', 'stool', 'boy', 'mother', 'sink', 'girl', 'dish_2', 'mother', 'dish_2', 'sink', 'water', 'sink', 'water', 'window']"
105-1,0,"mother, dishes, sink, girl, cookie, brother, cookies, the cookie jar, stool, him, stool, curtains","group2, group2, group2, group1, group1, group1, group1, group1, group1, group1, group1, group4","['mother', 'dish_2', 'sink', 'girl', 'cookie', 'boy', 'cookie', 'jar', 'stool', 'boy', 'stool', 'curtain']"
105-2,0,"water, sink, boy, cookies, sister, mama, dishes, water, she, boy, stool, cookie, he, he, sink, window, yard, window, house","group2, group2, group1, group1, group1-kid-girl, group2, group2, group2, group2, group1, group1, group1, group1, group1, group2, group4, group4, group4, group4","['water', 'sink', 'boy', 'cookie', 'girl', 'mother', 'dish_2', 'water', 'mother', 'boy', 'stool', 'cookie', 'boy', 'boy', 'sink', 'window', 'yard', 'window']"
107-1,0,"boy, stool, lid, cookie jar, he, cookie, his hand, girl, she, her nose, mother, dishes, sink, her feet, she, window, window","group1, group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group1-girl-hand, group2, group2, group2, group2, group1, group4, group4","['boy', 'stool', 'lid', 'jar', 'boy', 'cookie', 'boy', 'girl', 'girl', 'girl', 'mother', 'dish_2', 'sink', 'mother', 'girl', 'window', 'window']"
107-2,0,"girl, cookie, boy, cookie, the cookie jar, bench, sink, water, mother, plate, she, window, she, water","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group4, group2, group2","['girl', 'cookie', 'boy', 'cookie', 'jar', 'stool', 'sink', 'water', 'mother', 'dish_2', 'mother', 'window', 'mother', 'water']"
109-1,0,"mother, dish, water, boy, cookies, cabinet, he, stool, girl, she, finger, her mouth, mother, lady, one foot, window, she, dishes, counter, cabinet door, water, floor, sink, he, cookie, girl, lid, the cookie jar","group2, group2, group2, group1, group1, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group2, group2, group4, group2, group2, group3, group1, group2, group2, group2, group1, group1, group1, group1, group1","['mother', 'dish_2', 'water', 'boy', 'cookie', 'cupboard_1', 'boy', 'stool', 'girl', 'girl', 'girl', 'girl', 'mother', 'mother', 'mother', 'window', 'mother', 'dish_2', 'cupboard_3', 'cupboard_1', 'water', 'floor', 'sink', 'boy', 'cookie', 'girl', 'lid', 'jar']"
109-3,0,"boy, girl, boy, stool, cookies, the cookie jar, stool, stool, girl, he, cookies, her, mother, dishes, window, she, dish, towel, sink, floor, cups, plate, counter, trees, grass, cabinets","group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group4, group2, group2, group2, group2, group2, group3, group3, group3, group4, group4, group3","['boy', 'girl', 'boy', 'stool', 'cookie', 'jar', 'stool', 'stool', 'girl', 'boy', 'cookie', 'girl', 'mother', 'dish_2', 'window', 'mother', 'dish_2', 'towel', 'sink', 'floor', 'dish_3', 'dish_3', 'cupboard_3', 'plant', 'plant', 'cupboard_3']"
109-4,0,"boy, cookies, girl, boy, stool, mother, dishes, water, sink, curtains, girl, her hand, him, cookies, she, dishes, water, floor, window, curtain, he, her, cookies, jar","group1, group1, group1, group1, group1, group2, group2, group2, group2, group4, group1, group1-girl-hand, group1, group1, group2, group2, group2, group2, group4, group4, group1, group1, group1, group1","['boy', 'cookie', 'girl', 'boy', 'stool', 'mother', 'dish_2', 'water', 'sink', 'curtain', 'girl', 'girl', 'boy', 'cookie', 'mother', 'dish_2', 'water', 'floor', 'window', 'curtain', 'boy', 'girl', 'cookie', 'jar']"
113-0,0,"girl, her mouth, she, cookie, boy, cookies, he, stool, mother, dishes, she, plate, faucet, sink, water, floor, curtains","group1, group1-girl-hand, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group4","['girl', 'girl', 'girl', 'cookie', 'boy', 'cookie', 'boy', 'stool', 'mother', 'dish_2', 'mother', 'dish_2', 'sink', 'sink', 'water', 'floor', 'curtain']"
113-1,0,"girl, cookie, boy, her, cookie, cookie, stool, mother, dishes, water, floor, she, curtains, mother, plants","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group1, group4, group2, group4","['girl', 'cookie', 'boy', 'girl', 'cookie', 'cookie', 'stool', 'mother', 'dish_2', 'water', 'floor', 'girl', 'curtain', 'mother', 'plant']"
113-2,0,"mother, dishes, she, water, water, floor, child, cookies, he, cookie, sister, he, stool, curtains, mother, window, boy, girl, her mouth, she, her hand, floor, water, mother, wet shoes, her shoes, cupboard","group2, group2, group2, group2, group2, group2, group1-kid-boy, group1, group1, group1, group1-kid-girl, group1, group1, group4, group2, group4, group1, group1, group1-girl-hand, group1, group1-girl-hand, group2, group2, group2, group2, group2, group1","['mother', 'dish_2', 'mother', 'water', 'water', 'floor', 'boy', 'cookie', 'boy', 'cookie', 'girl', 'boy', 'stool', 'curtain', 'mother', 'window', 'boy', 'girl', 'girl', 'girl', 'girl', 'floor', 'water', 'mother', 'mother', 'mother', 'cupboard_1']"
113-3,0,"boy, the cookie jar, girl, her hand, cookies, stool, boy, lady, dish, water, sink, lady, water, floor, window","group1, group1, group1, group1-girl-hand, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group4","['boy', 'jar', 'girl', 'girl', 'cookie', 'stool', 'boy', 'mother', 'dish_2', 'water', 'sink', 'mother', 'water', 'floor', 'window']"
114-0,0,"boy, stool, he, cookie, girl, cookie, mother, dishes, sink, water, water, floor","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2","['boy', 'stool', 'boy', 'cookie', 'girl', 'cookie', 'mother', 'dish_2', 'sink', 'water', 'water', 'floor']"
114-1,0,"boy, cookies, he, stool, mother, dishes, water, sink, she, faucet, she, water, floor, boy, girl, cookie","group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1","['boy', 'cookie', 'boy', 'stool', 'mother', 'dish_2', 'water', 'sink', 'mother', 'sink', 'mother', 'water', 'floor', 'boy', 'girl', 'cookie']"
114-2,0,"dishes, water, sink, stool, cookie, cookie, girl, her arm, water, window","group2, group2, group2, group1, group1, group1, group1, group1-girl-hand, group2, group4","['dish_2', 'water', 'sink', 'stool', 'cookie', 'cookie', 'girl', 'girl', 'water', 'window']"
114-3,0,"boy, stool, lady , dishes, water, sink","group1, group1, group2, group2, group2, group2","['boy', 'stool', 'mother', 'dish_2', 'water', 'sink']"
114-4,0,"mother, dishes, water, sink, boy, stool, he, cookies, girl, cookie, her brother","group2, group2, group2, group2, group1, group1, group1, group1, group1, group1, group1","['mother', 'dish_2', 'water', 'sink', 'boy', 'stool', 'boy', 'cookie', 'girl', 'cookie', 'boy']"
118-0,0,"boy, sister, cookie, stool, mother, dishes, water, faucet, water, sink, floor, girl, her hand, her mouth, mother","group1, group1-kid-girl, group1, group1, group2, group2, group2, group2, group2, group2, group2, group1, group1-girl-hand, group1-girl-hand, group2","['boy', 'girl', 'cookie', 'stool', 'mother', 'dish_2', 'water', 'sink', 'water', 'sink', 'floor', 'girl', 'girl', 'girl', 'mother']"
118-1,0,"children, cookies, the cookie jar, girl, her finger, her mouth, stool, boy, mother, window, sink, water, water, she, dishes, water, floor, window","group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group1, group2, group4, group2, group2, group2, group2, group2, group2, group2, group4","['kids', 'cookie', 'jar', 'girl', 'girl', 'girl', 'stool', 'boy', 'mother', 'window', 'sink', 'water', 'water', 'mother', 'dish_2', 'water', 'floor', 'window']"
118-2,0,"water, mother, dishes, boy, cookies, girl, boy, stool, water, window, grass","group2, group2, group2, group1, group1, group1, group1, group1, group2, group4, group4","['water', 'mother', 'dish_2', 'boy', 'cookie', 'girl', 'boy', 'stool', 'water', 'window', 'plant']"
118-3,0,"boy, cookie, the cookie jar, sister, stool, mother, she, water, sink, dish, window, she, window, water","group1, group1, group1, group1-kid-girl, group1, group2, group2, group2, group2, group2, group4, group2, group4, group2","['boy', 'cookie', 'jar', 'girl', 'stool', 'mother', 'mother', 'water', 'sink', 'dish_2', 'window', 'mother', 'window', 'water']"
118-4,0,"water, sink, boy, cookie, he, stool, girl, her hand, her mouth, mother, window, grass, mother, water, floor, she, curtains","group2, group2, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group4, group4, group2, group2, group2, group2, group4","['water', 'sink', 'boy', 'cookie', 'boy', 'stool', 'girl', 'girl', 'girl', 'mother', 'window', 'plant', 'mother', 'water', 'floor', 'mother', 'curtain']"
121-0,0,"boy, cookie, the cookie jar, he, his left hand, he, his left hand, sister, girl, cookie, her inner index finger, her right hand, her mouth, she, stool, boy, his right heel, his left toe, he, running shoes, socks, two slippers, girl, woman, sink, water, sink, she, plate, she , towel , her right hand, she, curtain, plate, her left hand, she, window, plate, cups, window, path, house, room, house, window, woman, her foot, water, water, her right shoe","group1, group1, group1, group1, group1-boy-hand, group1, group1-boy-hand, group1-kid-girl, group1, group1, group1-girl-hand, group1-girl-hand, group1-girl-hand, group1, group1, group1, group1-boy-hand, group1-boy-hand, group1, group1-boy-hand, group1-boy-hand, group1-girl-hand, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group4, group2, group2, group2, group4, group3, group3, group4, group4, group4, group4, group4, group4, group2, group2, group2, group2, group2","['boy', 'cookie', 'jar', 'boy', 'boy', 'boy', 'boy', 'girl', 'girl', 'cookie', 'girl', 'girl', 'girl', 'girl', 'stool', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'girl', 'girl', 'mother', 'sink', 'water', 'sink', 'mother', 'dish_2', 'mother', 'towel', 'mother', 'mother', 'curtain', 'dish_2', 'mother', 'mother', 'window', 'dish_3', 'dish_3', 'window', 'path', 'window', 'mother', 'mother', 'water', 'water', 'mother']"
121-1,0,"girl, her finger, her face, her hand, cookie, her brother, cookie, her hand, his right hand, he, the cookie jar, stool, woman, dishes, she, plate, one hand, water, sink, water, faucet, sink, curtain, curtains, woman, water","group1, group1-girl-hand, group1-girl-hand, group1-girl-hand, group1, group1, group1, group1-girl-hand, group1-boy-hand, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group4, group4, group2, group2","['girl', 'girl', 'girl', 'girl', 'cookie', 'boy', 'cookie', 'girl', 'boy', 'boy', 'jar', 'stool', 'mother', 'dish_2', 'mother', 'dish_2', 'mother', 'water', 'sink', 'water', 'sink', 'sink', 'curtain', 'curtain', 'mother', 'water']"
121-2,0,"foot, stool, foot, his other foot, he, cookie, the cookie jar, his left hand, he, his sister, she, her finger, her face, she, sister, floor, mother, kitchen, plate, water, sink, floor, mother, dish towel, her right hand, cups, plate, counter, she, foot, floor, foot, she","group1-boy-hand, group1, group1-boy-hand, group1, group1, group1, group1, group1-boy-hand, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group1-kid-girl, group2, group2, group2, group2, group2, group2, group2, group2, group2, group1-girl-hand, group3, group3, group3, group1, group2, group2, group2, group2","['boy', 'stool', 'boy', 'boy', 'boy', 'cookie', 'jar', 'boy', 'boy', 'girl', 'girl', 'girl', 'girl', 'girl', 'girl', 'floor', 'mother', 'dish_2', 'water', 'sink', 'floor', 'mother', 'towel', 'girl', 'dish_3', 'dish_3', 'cupboard_3', 'girl', 'mother', 'floor', 'mother', 'mother']"
121-3,0,"mother, the kitchen sink, water, sink, she, her foot, she, window, sidewalk, house, garage, curtains, window, woman, cups, plate, counter, boy, stool, cookie, he, hand, sister, he, another one, the cookie jar, lid, girl, him, floor, she, her finger, her lips, she, mother, she, her hand, cookie, he, cupboard door","group2, group2, group2, group2, group2, group2, group2, group4, group4, group4, group4, group4, group4, group2, group3, group3, group3, group1, group1, group1, group1, group1-boy-hand, group1-kid-girl, group1, group1, group1, group1, group1, group1, group2, group1, group1-girl-hand, group1-girl-hand, group1, group2, group1, group1-girl-hand, group1, group1, group1","['mother', 'sink', 'water', 'sink', 'mother', 'mother', 'mother', 'window', 'path', 'garage', 'curtain', 'window', 'mother', 'dish_3', 'dish_3', 'cupboard_3', 'boy', 'stool', 'cookie', 'boy', 'boy', 'girl', 'boy', 'cookie', 'jar', 'lid', 'girl', 'boy', 'floor', 'girl', 'girl', 'girl', 'girl', 'mother', 'girl', 'girl', 'cookie', 'boy', 'cupboard_1']"
121-4,0,"boy, stool, he, the cookie jar, he, hand, cookie, the jar, his left hand, he, sister, the tippy stool, she, her finger, her mouth, she, she, cookie, mother, her son, him, she, dish, water, sink, water, dishes, water, floor, her right foot, she, apron, dishes, counter, window, curtains, garage, house, curtains, window, the mother's mouth","group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group1-boy-hand, group1, group1-kid-girl, group1, group1, group1-girl-hand, group1-girl-hand, group1, group1, group1, group2, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group3, group3, group4, group4, group4, group4, group4, group4, group2","['boy', 'stool', 'boy', 'jar', 'boy', 'boy', 'cookie', 'jar', 'boy', 'boy', 'girl', 'stool', 'girl', 'girl', 'girl', 'girl', 'girl', 'cookie', 'mother', 'boy', 'boy', 'mother', 'dish_2', 'water', 'sink', 'water', 'dish_2', 'water', 'floor', 'mother', 'mother', 'mother', 'dish_3', 'cupboard_3', 'window', 'curtain', 'garage', 'curtain', 'window', 'mother']"
124-0,0,"boy, cookies, the cookie jar, stool, girl, cookie, mother, dishes, water, sink, sink, floor, girl, girl, mother, dishes, dish","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group1, group1, group2, group2, group2","['boy', 'cookie', 'jar', 'stool', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'sink', 'sink', 'floor', 'girl', 'girl', 'mother', 'dish_2', 'dish_2']"
